"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"07:32:47.4544373","AlteryxGui.exe","19688","CloseFile","C:\","SUCCESS",""
"07:32:47.9461810","AlteryxGui.exe","19688","CreateFile","C:\Program Files\Alteryx\bin\RuntimeData\Macros","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"07:32:47.9462108","AlteryxGui.exe","19688","QueryNetworkOpenInformationFile","C:\Program Files\Alteryx\bin\RuntimeData\Macros","SUCCESS","CreationTime: 2024-12-06 19:02:45, LastAccessTime: 2024-12-11 07:31:44, LastWriteTime: 2024-12-06 19:05:27, ChangeTime: 2024-12-06 19:05:27, AllocationSize: 8192, EndOfFile: 8192, FileAttributes: D"
"07:32:47.9462242","AlteryxGui.exe","19688","CloseFile","C:\Program Files\Alteryx\bin\RuntimeData\Macros","SUCCESS",""
"07:32:47.9462822","AlteryxGui.exe","19688","CreateFile","C:\","SUCCESS","Desired Access: Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"07:32:47.9463149","AlteryxGui.exe","19688","QueryNameInformationFile","C:\","SUCCESS","Name: \"
"07:32:47.9463342","AlteryxGui.exe","19688","QueryAttributeInformationVolume","C:\","SUCCESS","FileSystemAttributes: Case Preserved, Case Sensitive, Unicode, ACLs, Compression, Named Streams, EFS, Object IDs, Reparse Points, Sparse Files, Quotas, Transactions, 0x3c02e00, MaximumComponentNameLength: 255, FileSystemName: NTFS"
"07:32:47.9463557","AlteryxGui.exe","19688","CloseFile","C:\","SUCCESS",""
"07:32:48.4583965","AlteryxGui.exe","19688","CreateFile","C:\Program Files\Alteryx\bin\RuntimeData\Macros","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"07:32:48.4584288","AlteryxGui.exe","19688","QueryNetworkOpenInformationFile","C:\Program Files\Alteryx\bin\RuntimeData\Macros","SUCCESS","CreationTime: 2024-12-06 19:02:45, LastAccessTime: 2024-12-11 07:31:44, LastWriteTime: 2024-12-06 19:05:27, ChangeTime: 2024-12-06 19:05:27, AllocationSize: 8192, EndOfFile: 8192, FileAttributes: D"
"07:32:48.4584438","AlteryxGui.exe","19688","CloseFile","C:\Program Files\Alteryx\bin\RuntimeData\Macros","SUCCESS",""
"07:32:48.4584976","AlteryxGui.exe","19688","CreateFile","C:\","SUCCESS","Desired Access: Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"07:32:48.4585235","AlteryxGui.exe","19688","QueryNameInformationFile","C:\","SUCCESS","Name: \"
"07:32:48.4585396","AlteryxGui.exe","19688","QueryAttributeInformationVolume","C:\","SUCCESS","FileSystemAttributes: Case Preserved, Case Sensitive, Unicode, ACLs, Compression, Named Streams, EFS, Object IDs, Reparse Points, Sparse Files, Quotas, Transactions, 0x3c02e00, MaximumComponentNameLength: 255, FileSystemName: NTFS"
"07:32:48.4585526","AlteryxGui.exe","19688","CloseFile","C:\","SUCCESS",""
"07:32:48.9577026","AlteryxGui.exe","19688","CreateFile","C:\Program Files\Alteryx\bin\RuntimeData\Macros","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"07:32:48.9577341","AlteryxGui.exe","19688","QueryNetworkOpenInformationFile","C:\Program Files\Alteryx\bin\RuntimeData\Macros","SUCCESS","CreationTime: 2024-12-06 19:02:45, LastAccessTime: 2024-12-11 07:31:44, LastWriteTime: 2024-12-06 19:05:27, ChangeTime: 2024-12-06 19:05:27, AllocationSize: 8192, EndOfFile: 8192, FileAttributes: D"
"07:32:48.9577500","AlteryxGui.exe","19688","CloseFile","C:\Program Files\Alteryx\bin\RuntimeData\Macros","SUCCESS",""
"07:32:48.9578048","AlteryxGui.exe","19688","CreateFile","C:\","SUCCESS","Desired Access: Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"07:32:48.9578302","AlteryxGui.exe","19688","QueryNameInformationFile","C:\","SUCCESS","Name: \"
"07:32:48.9578465","AlteryxGui.exe","19688","QueryAttributeInformationVolume","C:\","SUCCESS","FileSystemAttributes: Case Preserved, Case Sensitive, Unicode, ACLs, Compression, Named Streams, EFS, Object IDs, Reparse Points, Sparse Files, Quotas, Transactions, 0x3c02e00, MaximumComponentNameLength: 255, FileSystemName: NTFS"
"07:32:48.9578603","AlteryxGui.exe","19688","CloseFile","C:\","SUCCESS",""
"07:32:49.4569476","AlteryxGui.exe","19688","CreateFile","C:\Program Files\Alteryx\bin\RuntimeData\Macros","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"07:32:49.4569797","AlteryxGui.exe","19688","QueryNetworkOpenInformationFile","C:\Program Files\Alteryx\bin\RuntimeData\Macros","SUCCESS","CreationTime: 2024-12-06 19:02:45, LastAccessTime: 2024-12-11 07:31:44, LastWriteTime: 2024-12-06 19:05:27, ChangeTime: 2024-12-06 19:05:27, AllocationSize: 8192, EndOfFile: 8192, FileAttributes: D"
"07:32:49.4569952","AlteryxGui.exe","19688","CloseFile","C:\Program Files\Alteryx\bin\RuntimeData\Macros","SUCCESS",""
"07:32:49.4570467","AlteryxGui.exe","19688","CreateFile","C:\","SUCCESS","Desired Access: Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"07:32:49.4570716","AlteryxGui.exe","19688","QueryNameInformationFile","C:\","SUCCESS","Name: \"
"07:32:49.4570875","AlteryxGui.exe","19688","QueryAttributeInformationVolume","C:\","SUCCESS","FileSystemAttributes: Case Preserved, Case Sensitive, Unicode, ACLs, Compression, Named Streams, EFS, Object IDs, Reparse Points, Sparse Files, Quotas, Transactions, 0x3c02e00, MaximumComponentNameLength: 255, FileSystemName: NTFS"
"07:32:49.4571007","AlteryxGui.exe","19688","CloseFile","C:\","SUCCESS",""
"07:32:49.9556853","AlteryxGui.exe","19688","CreateFile","C:\Program Files\Alteryx\bin\RuntimeData\Macros","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"07:32:49.9557173","AlteryxGui.exe","19688","QueryNetworkOpenInformationFile","C:\Program Files\Alteryx\bin\RuntimeData\Macros","SUCCESS","CreationTime: 2024-12-06 19:02:45, LastAccessTime: 2024-12-11 07:31:44, LastWriteTime: 2024-12-06 19:05:27, ChangeTime: 2024-12-06 19:05:27, AllocationSize: 8192, EndOfFile: 8192, FileAttributes: D"
"07:32:49.9557308","AlteryxGui.exe","19688","CloseFile","C:\Program Files\Alteryx\bin\RuntimeData\Macros","SUCCESS",""
"07:32:49.9557800","AlteryxGui.exe","19688","CreateFile","C:\","SUCCESS","Desired Access: Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"07:32:49.9558035","AlteryxGui.exe","19688","QueryNameInformationFile","C:\","SUCCESS","Name: \"
"07:32:49.9558185","AlteryxGui.exe","19688","QueryAttributeInformationVolume","C:\","SUCCESS","FileSystemAttributes: Case Preserved, Case Sensitive, Unicode, ACLs, Compression, Named Streams, EFS, Object IDs, Reparse Points, Sparse Files, Quotas, Transactions, 0x3c02e00, MaximumComponentNameLength: 255, FileSystemName: NTFS"
"07:32:49.9558303","AlteryxGui.exe","19688","CloseFile","C:\","SUCCESS",""
"07:32:50.4524043","AlteryxGui.exe","19688","CreateFile","C:\Program Files\Alteryx\bin\RuntimeData\Macros","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"07:32:50.4524391","AlteryxGui.exe","19688","QueryNetworkOpenInformationFile","C:\Program Files\Alteryx\bin\RuntimeData\Macros","SUCCESS","CreationTime: 2024-12-06 19:02:45, LastAccessTime: 2024-12-11 07:31:44, LastWriteTime: 2024-12-06 19:05:27, ChangeTime: 2024-12-06 19:05:27, AllocationSize: 8192, EndOfFile: 8192, FileAttributes: D"
"07:32:50.4524581","AlteryxGui.exe","19688","CloseFile","C:\Program Files\Alteryx\bin\RuntimeData\Macros","SUCCESS",""
"07:32:50.4525311","AlteryxGui.exe","19688","CreateFile","C:\","SUCCESS","Desired Access: Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"07:32:50.4525551","AlteryxGui.exe","19688","QueryNameInformationFile","C:\","SUCCESS","Name: \"
"07:32:50.4525699","AlteryxGui.exe","19688","QueryAttributeInformationVolume","C:\","SUCCESS","FileSystemAttributes: Case Preserved, Case Sensitive, Unicode, ACLs, Compression, Named Streams, EFS, Object IDs, Reparse Points, Sparse Files, Quotas, Transactions, 0x3c02e00, MaximumComponentNameLength: 255, FileSystemName: NTFS"
"07:32:50.4525817","AlteryxGui.exe","19688","CloseFile","C:\","SUCCESS",""
"07:32:50.9522904","AlteryxGui.exe","19688","CreateFile","C:\Program Files\Alteryx\bin\RuntimeData\Macros","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"07:32:50.9523242","AlteryxGui.exe","19688","QueryNetworkOpenInformationFile","C:\Program Files\Alteryx\bin\RuntimeData\Macros","SUCCESS","CreationTime: 2024-12-06 19:02:45, LastAccessTime: 2024-12-11 07:31:44, LastWriteTime: 2024-12-06 19:05:27, ChangeTime: 2024-12-06 19:05:27, AllocationSize: 8192, EndOfFile: 8192, FileAttributes: D"
"07:32:50.9523388","AlteryxGui.exe","19688","CloseFile","C:\Program Files\Alteryx\bin\RuntimeData\Macros","SUCCESS",""
"07:32:50.9524266","AlteryxGui.exe","19688","CreateFile","C:\","SUCCESS","Desired Access: Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"07:32:50.9524512","AlteryxGui.exe","19688","QueryNameInformationFile","C:\","SUCCESS","Name: \"
"07:32:50.9524659","AlteryxGui.exe","19688","QueryAttributeInformationVolume","C:\","SUCCESS","FileSystemAttributes: Case Preserved, Case Sensitive, Unicode, ACLs, Compression, Named Streams, EFS, Object IDs, Reparse Points, Sparse Files, Quotas, Transactions, 0x3c02e00, MaximumComponentNameLength: 255, FileSystemName: NTFS"
"07:32:50.9524780","AlteryxGui.exe","19688","CloseFile","C:\","SUCCESS",""
"07:32:51.4509862","AlteryxGui.exe","19688","CreateFile","C:\Program Files\Alteryx\bin\RuntimeData\Macros","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"07:32:51.4510180","AlteryxGui.exe","19688","QueryNetworkOpenInformationFile","C:\Program Files\Alteryx\bin\RuntimeData\Macros","SUCCESS","CreationTime: 2024-12-06 19:02:45, LastAccessTime: 2024-12-11 07:31:44, LastWriteTime: 2024-12-06 19:05:27, ChangeTime: 2024-12-06 19:05:27, AllocationSize: 8192, EndOfFile: 8192, FileAttributes: D"
"07:32:51.4510331","AlteryxGui.exe","19688","CloseFile","C:\Program Files\Alteryx\bin\RuntimeData\Macros","SUCCESS",""
"07:32:51.4510883","AlteryxGui.exe","19688","CreateFile","C:\","SUCCESS","Desired Access: Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"07:32:51.4511135","AlteryxGui.exe","19688","QueryNameInformationFile","C:\","SUCCESS","Name: \"
"07:32:51.4511298","AlteryxGui.exe","19688","QueryAttributeInformationVolume","C:\","SUCCESS","FileSystemAttributes: Case Preserved, Case Sensitive, Unicode, ACLs, Compression, Named Streams, EFS, Object IDs, Reparse Points, Sparse Files, Quotas, Transactions, 0x3c02e00, MaximumComponentNameLength: 255, FileSystemName: NTFS"
"07:32:51.4511433","AlteryxGui.exe","19688","CloseFile","C:\","SUCCESS",""
"07:32:51.5432128","AlteryxGui.exe","19688","Thread Create","","SUCCESS","Thread ID: 1440"
"07:32:51.9523812","AlteryxGui.exe","19688","CreateFile","C:\Program Files\Alteryx\bin\RuntimeData\Macros","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"07:32:51.9524140","AlteryxGui.exe","19688","QueryNetworkOpenInformationFile","C:\Program Files\Alteryx\bin\RuntimeData\Macros","SUCCESS","CreationTime: 2024-12-06 19:02:45, LastAccessTime: 2024-12-11 07:31:44, LastWriteTime: 2024-12-06 19:05:27, ChangeTime: 2024-12-06 19:05:27, AllocationSize: 8192, EndOfFile: 8192, FileAttributes: D"
"07:32:51.9524277","AlteryxGui.exe","19688","CloseFile","C:\Program Files\Alteryx\bin\RuntimeData\Macros","SUCCESS",""
"07:32:51.9524772","AlteryxGui.exe","19688","CreateFile","C:\","SUCCESS","Desired Access: Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"07:32:51.9525011","AlteryxGui.exe","19688","QueryNameInformationFile","C:\","SUCCESS","Name: \"
"07:32:51.9525160","AlteryxGui.exe","19688","QueryAttributeInformationVolume","C:\","SUCCESS","FileSystemAttributes: Case Preserved, Case Sensitive, Unicode, ACLs, Compression, Named Streams, EFS, Object IDs, Reparse Points, Sparse Files, Quotas, Transactions, 0x3c02e00, MaximumComponentNameLength: 255, FileSystemName: NTFS"
"07:32:51.9525279","AlteryxGui.exe","19688","CloseFile","C:\","SUCCESS",""
"07:32:52.4543108","AlteryxGui.exe","19688","CreateFile","C:\Program Files\Alteryx\bin\RuntimeData\Macros","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"07:32:52.4543383","AlteryxGui.exe","19688","QueryNetworkOpenInformationFile","C:\Program Files\Alteryx\bin\RuntimeData\Macros","SUCCESS","CreationTime: 2024-12-06 19:02:45, LastAccessTime: 2024-12-11 07:31:44, LastWriteTime: 2024-12-06 19:05:27, ChangeTime: 2024-12-06 19:05:27, AllocationSize: 8192, EndOfFile: 8192, FileAttributes: D"
"07:32:52.4543509","AlteryxGui.exe","19688","CloseFile","C:\Program Files\Alteryx\bin\RuntimeData\Macros","SUCCESS",""
"07:32:52.4543960","AlteryxGui.exe","19688","CreateFile","C:\","SUCCESS","Desired Access: Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"07:32:52.4544176","AlteryxGui.exe","19688","QueryNameInformationFile","C:\","SUCCESS","Name: \"
"07:32:52.4544310","AlteryxGui.exe","19688","QueryAttributeInformationVolume","C:\","SUCCESS","FileSystemAttributes: Case Preserved, Case Sensitive, Unicode, ACLs, Compression, Named Streams, EFS, Object IDs, Reparse Points, Sparse Files, Quotas, Transactions, 0x3c02e00, MaximumComponentNameLength: 255, FileSystemName: NTFS"
"07:32:52.4544417","AlteryxGui.exe","19688","CloseFile","C:\","SUCCESS",""
"07:32:52.9524145","AlteryxGui.exe","19688","CreateFile","C:\Program Files\Alteryx\bin\RuntimeData\Macros","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"07:32:52.9524505","AlteryxGui.exe","19688","QueryNetworkOpenInformationFile","C:\Program Files\Alteryx\bin\RuntimeData\Macros","SUCCESS","CreationTime: 2024-12-06 19:02:45, LastAccessTime: 2024-12-11 07:31:44, LastWriteTime: 2024-12-06 19:05:27, ChangeTime: 2024-12-06 19:05:27, AllocationSize: 8192, EndOfFile: 8192, FileAttributes: D"
"07:32:52.9524686","AlteryxGui.exe","19688","CloseFile","C:\Program Files\Alteryx\bin\RuntimeData\Macros","SUCCESS",""
"07:32:52.9525507","AlteryxGui.exe","19688","CreateFile","C:\","SUCCESS","Desired Access: Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"07:32:52.9525783","AlteryxGui.exe","19688","QueryNameInformationFile","C:\","SUCCESS","Name: \"
"07:32:52.9526062","AlteryxGui.exe","19688","QueryAttributeInformationVolume","C:\","SUCCESS","FileSystemAttributes: Case Preserved, Case Sensitive, Unicode, ACLs, Compression, Named Streams, EFS, Object IDs, Reparse Points, Sparse Files, Quotas, Transactions, 0x3c02e00, MaximumComponentNameLength: 255, FileSystemName: NTFS"
"07:32:52.9526193","AlteryxGui.exe","19688","CloseFile","C:\","SUCCESS",""
"07:32:53.0448311","AlteryxGui.exe","19688","Thread Exit","","SUCCESS","Thread ID: 1440, User Time: 0.0000000, Kernel Time: 0.0000000"
"07:32:53.4498566","AlteryxGui.exe","19688","CreateFile","C:\Program Files\Alteryx\bin\RuntimeData\Macros","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"07:32:53.4498868","AlteryxGui.exe","19688","QueryNetworkOpenInformationFile","C:\Program Files\Alteryx\bin\RuntimeData\Macros","SUCCESS","CreationTime: 2024-12-06 19:02:45, LastAccessTime: 2024-12-11 07:31:44, LastWriteTime: 2024-12-06 19:05:27, ChangeTime: 2024-12-06 19:05:27, AllocationSize: 8192, EndOfFile: 8192, FileAttributes: D"
"07:32:53.4499005","AlteryxGui.exe","19688","CloseFile","C:\Program Files\Alteryx\bin\RuntimeData\Macros","SUCCESS",""
"07:32:53.4499491","AlteryxGui.exe","19688","CreateFile","C:\","SUCCESS","Desired Access: Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"07:32:53.4499720","AlteryxGui.exe","19688","QueryNameInformationFile","C:\","SUCCESS","Name: \"
"07:32:53.4499865","AlteryxGui.exe","19688","QueryAttributeInformationVolume","C:\","SUCCESS","FileSystemAttributes: Case Preserved, Case Sensitive, Unicode, ACLs, Compression, Named Streams, EFS, Object IDs, Reparse Points, Sparse Files, Quotas, Transactions, 0x3c02e00, MaximumComponentNameLength: 255, FileSystemName: NTFS"
"07:32:53.4499981","AlteryxGui.exe","19688","CloseFile","C:\","SUCCESS",""
"07:32:53.9578994","AlteryxGui.exe","19688","CreateFile","C:\Program Files\Alteryx\bin\RuntimeData\Macros","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"07:32:53.9579333","AlteryxGui.exe","19688","QueryNetworkOpenInformationFile","C:\Program Files\Alteryx\bin\RuntimeData\Macros","SUCCESS","CreationTime: 2024-12-06 19:02:45, LastAccessTime: 2024-12-11 07:31:44, LastWriteTime: 2024-12-06 19:05:27, ChangeTime: 2024-12-06 19:05:27, AllocationSize: 8192, EndOfFile: 8192, FileAttributes: D"
"07:32:53.9579483","AlteryxGui.exe","19688","CloseFile","C:\Program Files\Alteryx\bin\RuntimeData\Macros","SUCCESS",""
"07:32:53.9579996","AlteryxGui.exe","19688","CreateFile","C:\","SUCCESS","Desired Access: Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"07:32:53.9580251","AlteryxGui.exe","19688","QueryNameInformationFile","C:\","SUCCESS","Name: \"
"07:32:53.9580415","AlteryxGui.exe","19688","QueryAttributeInformationVolume","C:\","SUCCESS","FileSystemAttributes: Case Preserved, Case Sensitive, Unicode, ACLs, Compression, Named Streams, EFS, Object IDs, Reparse Points, Sparse Files, Quotas, Transactions, 0x3c02e00, MaximumComponentNameLength: 255, FileSystemName: NTFS"
"07:32:53.9580553","AlteryxGui.exe","19688","CloseFile","C:\","SUCCESS",""
"07:32:54.4342837","AlteryxGui.exe","19688","Thread Exit","","SUCCESS","Thread ID: 22840, User Time: 0.2031250, Kernel Time: 0.0156250"
"07:32:54.4497666","AlteryxGui.exe","19688","CreateFile","C:\Program Files\Alteryx\bin\RuntimeData\Macros","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"07:32:54.4497974","AlteryxGui.exe","19688","QueryNetworkOpenInformationFile","C:\Program Files\Alteryx\bin\RuntimeData\Macros","SUCCESS","CreationTime: 2024-12-06 19:02:45, LastAccessTime: 2024-12-11 07:31:44, LastWriteTime: 2024-12-06 19:05:27, ChangeTime: 2024-12-06 19:05:27, AllocationSize: 8192, EndOfFile: 8192, FileAttributes: D"
"07:32:54.4498126","AlteryxGui.exe","19688","CloseFile","C:\Program Files\Alteryx\bin\RuntimeData\Macros","SUCCESS",""
"07:32:54.4498636","AlteryxGui.exe","19688","CreateFile","C:\","SUCCESS","Desired Access: Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"07:32:54.4498923","AlteryxGui.exe","19688","QueryNameInformationFile","C:\","SUCCESS","Name: \"
"07:32:54.4499098","AlteryxGui.exe","19688","QueryAttributeInformationVolume","C:\","SUCCESS","FileSystemAttributes: Case Preserved, Case Sensitive, Unicode, ACLs, Compression, Named Streams, EFS, Object IDs, Reparse Points, Sparse Files, Quotas, Transactions, 0x3c02e00, MaximumComponentNameLength: 255, FileSystemName: NTFS"
"07:32:54.4499221","AlteryxGui.exe","19688","CloseFile","C:\","SUCCESS",""
"07:32:54.9637315","AlteryxGui.exe","19688","CreateFile","C:\Program Files\Alteryx\bin\RuntimeData\Macros","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"07:32:54.9637637","AlteryxGui.exe","19688","QueryNetworkOpenInformationFile","C:\Program Files\Alteryx\bin\RuntimeData\Macros","SUCCESS","CreationTime: 2024-12-06 19:02:45, LastAccessTime: 2024-12-11 07:31:44, LastWriteTime: 2024-12-06 19:05:27, ChangeTime: 2024-12-06 19:05:27, AllocationSize: 8192, EndOfFile: 8192, FileAttributes: D"
"07:32:54.9637775","AlteryxGui.exe","19688","CloseFile","C:\Program Files\Alteryx\bin\RuntimeData\Macros","SUCCESS",""
"07:32:54.9638248","AlteryxGui.exe","19688","CreateFile","C:\","SUCCESS","Desired Access: Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"07:32:54.9638481","AlteryxGui.exe","19688","QueryNameInformationFile","C:\","SUCCESS","Name: \"
"07:32:54.9638626","AlteryxGui.exe","19688","QueryAttributeInformationVolume","C:\","SUCCESS","FileSystemAttributes: Case Preserved, Case Sensitive, Unicode, ACLs, Compression, Named Streams, EFS, Object IDs, Reparse Points, Sparse Files, Quotas, Transactions, 0x3c02e00, MaximumComponentNameLength: 255, FileSystemName: NTFS"
"07:32:54.9638741","AlteryxGui.exe","19688","CloseFile","C:\","SUCCESS",""
"07:32:55.4613052","AlteryxGui.exe","19688","CreateFile","C:\Program Files\Alteryx\bin\RuntimeData\Macros","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"07:32:55.4613360","AlteryxGui.exe","19688","QueryNetworkOpenInformationFile","C:\Program Files\Alteryx\bin\RuntimeData\Macros","SUCCESS","CreationTime: 2024-12-06 19:02:45, LastAccessTime: 2024-12-11 07:31:44, LastWriteTime: 2024-12-06 19:05:27, ChangeTime: 2024-12-06 19:05:27, AllocationSize: 8192, EndOfFile: 8192, FileAttributes: D"
"07:32:55.4613515","AlteryxGui.exe","19688","CloseFile","C:\Program Files\Alteryx\bin\RuntimeData\Macros","SUCCESS",""
"07:32:55.4614026","AlteryxGui.exe","19688","CreateFile","C:\","SUCCESS","Desired Access: Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"07:32:55.4614277","AlteryxGui.exe","19688","QueryNameInformationFile","C:\","SUCCESS","Name: \"
"07:32:55.4614440","AlteryxGui.exe","19688","QueryAttributeInformationVolume","C:\","SUCCESS","FileSystemAttributes: Case Preserved, Case Sensitive, Unicode, ACLs, Compression, Named Streams, EFS, Object IDs, Reparse Points, Sparse Files, Quotas, Transactions, 0x3c02e00, MaximumComponentNameLength: 255, FileSystemName: NTFS"
"07:32:55.4614574","AlteryxGui.exe","19688","CloseFile","C:\","SUCCESS",""
"07:32:55.9602812","AlteryxGui.exe","19688","CreateFile","C:\Program Files\Alteryx\bin\RuntimeData\Macros","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"07:32:55.9603139","AlteryxGui.exe","19688","QueryNetworkOpenInformationFile","C:\Program Files\Alteryx\bin\RuntimeData\Macros","SUCCESS","CreationTime: 2024-12-06 19:02:45, LastAccessTime: 2024-12-11 07:31:44, LastWriteTime: 2024-12-06 19:05:27, ChangeTime: 2024-12-06 19:05:27, AllocationSize: 8192, EndOfFile: 8192, FileAttributes: D"
"07:32:55.9603292","AlteryxGui.exe","19688","CloseFile","C:\Program Files\Alteryx\bin\RuntimeData\Macros","SUCCESS",""
"07:32:55.9603799","AlteryxGui.exe","19688","CreateFile","C:\","SUCCESS","Desired Access: Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"07:32:55.9604045","AlteryxGui.exe","19688","QueryNameInformationFile","C:\","SUCCESS","Name: \"
"07:32:55.9604203","AlteryxGui.exe","19688","QueryAttributeInformationVolume","C:\","SUCCESS","FileSystemAttributes: Case Preserved, Case Sensitive, Unicode, ACLs, Compression, Named Streams, EFS, Object IDs, Reparse Points, Sparse Files, Quotas, Transactions, 0x3c02e00, MaximumComponentNameLength: 255, FileSystemName: NTFS"
"07:32:55.9604337","AlteryxGui.exe","19688","CloseFile","C:\","SUCCESS",""
"07:32:56.4577352","AlteryxGui.exe","19688","CreateFile","C:\Program Files\Alteryx\bin\RuntimeData\Macros","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
